vehicle_reg_No,MYT_TIMESTAMP,longitude,latitude
WA9451M,2023-09-07T06:36:04,101.705833,2.75225
WA9451M,2023-09-07T06:36:34,101.705833,2.75227
WA9451M,2023-09-07T06:37:04,101.706009,2.75215
WA9451M,2023-09-07T06:37:34,101.705498,2.75197
WA9451M,2023-09-07T06:38:04,101.705498,2.75185
WA9451M,2023-09-07T06:38:34,101.705498,2.75195
WA9451M,2023-09-07T06:39:04,101.705322,2.75225
WA9451M,2023-09-07T06:39:34,101.705498,2.75225
WA9451M,2023-09-07T06:40:04,101.705833,2.75208
WA9451M,2023-09-07T06:40:34,101.705833,2.75202
WA9451M,2023-09-07T06:41:04,101.706009,2.75208
WA9451M,2023-09-07T06:41:34,101.706009,2.75203
WA9451M,2023-09-07T06:42:04,101.705833,2.75213
WA9451M,2023-09-07T06:42:34,101.705833,2.75215
WA9451M,2023-09-07T06:43:04,101.706009,2.75207
WA9451M,2023-09-07T06:43:34,101.706009,2.75215
WA9451M,2023-09-07T06:44:04,101.706009,2.75213
WA9451M,2023-09-07T06:44:34,101.706009,2.75207
WA9451M,2023-09-07T06:45:04,101.706009,2.75225
WA9451M,2023-09-07T06:45:34,101.706009,2.75223
WA9451M,2023-09-07T06:46:04,101.706009,2.75223
WA9451M,2023-09-07T06:46:34,101.706169,2.75223
WA9451M,2023-09-07T06:47:04,101.706009,2.75225
WA9451M,2023-09-07T06:47:34,101.706169,2.75228
WA9451M,2023-09-07T06:48:04,101.707001,2.7506
WA9451M,2023-09-07T06:48:34,101.708504,2.74842
WA9451M,2023-09-07T06:49:04,101.709671,2.7464
WA9451M,2023-09-07T06:49:34,101.710999,2.7467
WA9451M,2023-09-07T06:50:04,101.712341,2.74755
WA9451M,2023-09-07T06:50:34,101.712502,2.74867
WA9451M,2023-09-07T06:51:04,101.712997,2.74855
WA9451M,2023-09-07T06:51:34,101.712662,2.7484
WA9451M,2023-09-07T06:52:04,101.712662,2.74832
WA9451M,2023-09-07T06:52:34,101.712662,2.74812
WA9451M,2023-09-07T06:53:04,101.712662,2.74847
WA9451M,2023-09-07T06:53:34,101.712662,2.7485
WA9451M,2023-09-07T06:54:04,101.712662,2.7485
WA9451M,2023-09-07T06:54:34,101.712662,2.7485
WA9451M,2023-09-07T06:55:04,101.712662,2.74853
WA9451M,2023-09-07T06:55:34,101.712662,2.74853
WA9451M,2023-09-07T06:56:04,101.712662,2.74855
WA9451M,2023-09-07T06:56:34,101.71283,2.74853
WA9451M,2023-09-07T06:57:04,101.712341,2.74755
WA9451M,2023-09-07T06:57:34,101.710823,2.74638
WA9451M,2023-09-07T06:58:04,101.710503,2.74548
WA9451M,2023-09-07T06:58:34,101.70916,2.74662
WA9451M,2023-09-07T06:59:04,101.707672,2.74898
WA9451M,2023-09-07T06:59:34,101.706329,2.75092
WA9451M,2023-09-07T07:00:04,101.705658,2.7519
WA9451M,2023-09-07T07:02:04,101.705833,2.75212
WA9451M,2023-09-07T07:02:34,101.705833,2.7522
WA9451M,2023-09-07T07:03:04,101.706009,2.75198
WA9451M,2023-09-07T07:03:34,101.705498,2.75192
WA9451M,2023-09-07T07:07:04,101.706009,2.75212
WA9451M,2023-09-07T07:07:34,101.705833,2.75218
WA9451M,2023-09-07T07:08:04,101.705833,2.75223
WA9451M,2023-09-07T07:08:34,101.706009,2.75222
WA9451M,2023-09-07T07:09:04,101.705833,2.75232
WA9451M,2023-09-07T07:09:34,101.706009,2.75235
WA9451M,2023-09-07T07:10:04,101.706673,2.75108
WA9451M,2023-09-07T07:10:36,101.708168,2.74878
WA9451M,2023-09-07T07:11:04,101.709671,2.74638
WA9451M,2023-09-07T07:11:34,101.711166,2.74675
WA9451M,2023-09-07T07:12:04,101.712502,2.74775
WA9451M,2023-09-07T07:12:34,101.712502,2.7487
WA9451M,2023-09-07T07:13:04,101.712662,2.74852
WA9451M,2023-09-07T07:13:34,101.712662,2.74827
WA9451M,2023-09-07T07:14:04,101.712341,2.74798
WA9451M,2023-09-07T07:14:34,101.712341,2.74787
WA9451M,2023-09-07T07:15:04,101.71183,2.74712
WA9451M,2023-09-07T07:15:34,101.710999,2.74608
WA9451M,2023-09-07T07:16:04,101.709831,2.74523
WA9451M,2023-09-07T07:16:34,101.708839,2.74723
WA9451M,2023-09-07T07:17:04,101.707497,2.74892
WA9451M,2023-09-07T07:17:34,101.706329,2.75077
WA9451M,2023-09-07T07:18:04,101.705658,2.75202
WA9451M,2023-09-07T07:18:34,101.705833,2.75213
WA9451M,2023-09-07T07:19:04,101.705833,2.75227
WA9451M,2023-09-07T07:19:34,101.706009,2.75225
WA9451M,2023-09-07T07:20:04,101.706009,2.75225
WA9451M,2023-09-07T07:20:34,101.706009,2.75227
WA9451M,2023-09-07T07:21:04,101.705498,2.75183
WA9451M,2023-09-07T07:21:34,101.705658,2.75205
WA9451M,2023-09-07T07:22:04,101.705658,2.75197
WA9451M,2023-09-07T07:22:34,101.705658,2.75205
WA9451M,2023-09-07T07:23:04,101.705658,2.7521
