vehicle_reg_No,longitude,latitude
WA9451M,101.705833,2.75218
WA9451M,101.705833,2.75215
WA9451M,101.705833,2.75202
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.75197
WA9451M,101.705833,2.7522
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75205
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75195
WA9451M,101.705833,2.75177
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75205
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.752
WA9451M,101.705833,2.75207
WA9451M,101.705498,2.75233
WA9451M,101.705498,2.75218
WA9451M,101.705498,2.75193
WA9451M,101.705498,2.7519
WA9451M,101.705498,2.75202
WA9451M,101.705658,2.75173
WA9451M,101.705658,2.7519
WA9451M,101.705658,2.75197
WA9451M,101.705658,2.75188
WA9451M,101.705658,2.75182
WA9451M,101.705658,2.75153
WA9451M,101.705658,2.75165
WA9451M,101.705658,2.75187
WA9451M,101.705658,2.75207
WA9451M,101.705658,2.75223
WA9451M,101.705658,2.7522
WA9451M,101.705658,2.75193
WA9451M,101.705658,2.75207
WA9451M,101.705658,2.75175
WA9451M,101.705658,2.75192
WA9451M,101.705658,2.75202
WA9451M,101.705658,2.75195
WA9451M,101.705658,2.75197
WA9451M,101.705658,2.752
WA9451M,101.705658,2.75198
WA9451M,101.705658,2.752
WA9451M,101.705658,2.75202
WA9451M,101.705658,2.75205
WA9451M,101.705658,2.75213
WA9451M,101.705658,2.75203
WA9451M,101.705658,2.75203
WA9451M,101.705658,2.75202
WA9451M,101.705658,2.75203
WA9451M,101.705658,2.75207
WA9451M,101.705658,2.7521
WA9451M,101.705658,2.75208
WA9451M,101.705658,2.75205
WA9451M,101.705658,2.75182
WA9451M,101.705658,2.75188
WA9451M,101.705658,2.75237
WA9451M,101.705658,2.75238
WA9451M,101.712662,2.7485
WA9451M,101.712662,2.74852
WA9451M,101.712662,2.74855
WA9451M,101.712662,2.74853
WA9451M,101.712662,2.74855
WA9451M,101.712662,2.74852
WA9451M,101.712662,2.74852
WA9451M,101.712662,2.74848
WA9451M,101.706009,2.75233
WA9451M,101.706009,2.75197
WA9451M,101.706009,2.75195
WA9451M,101.706009,2.75188
WA9451M,101.706009,2.75208
WA9451M,101.706009,2.75202
WA9451M,101.706009,2.75203
WA9451M,101.706009,2.75207
WA9451M,101.706009,2.75215
WA9451M,101.706009,2.75228
WA9451M,101.706009,2.7521
WA9451M,101.706009,2.75212
WA9451M,101.706009,2.75203
WA9451M,101.706169,2.75195
WA9451M,101.706169,2.75205
WA9451M,101.706169,2.75208
WA9451M,101.706169,2.75218
WA9451M,101.706169,2.75218
WA9451M,101.71283,2.74853
WA9451M,101.705833,2.75197
WA9451M,101.705833,2.7521
WA9451M,101.705833,2.75213
WA9451M,101.705833,2.75218
WA9451M,101.705833,2.75172
WA9451M,101.705833,2.75173
WA9451M,101.705833,2.75202
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.75232
WA9451M,101.705833,2.75197
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75197
WA9451M,101.705833,2.75187
WA9451M,101.705833,2.7519
WA9451M,101.705833,2.75193
WA9451M,101.705833,2.7521
WA9451M,101.705833,2.75223
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.7521
WA9451M,101.705833,2.7522
WA9451M,101.705833,2.7522
WA9451M,101.705833,2.75223
WA9451M,101.705833,2.75215
WA9451M,101.705833,2.75183
WA9451M,101.705833,2.75195
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75197
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.75212
WA9451M,101.705833,2.75215
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.7521
WA9451M,101.705833,2.75205
WA9451M,101.705498,2.75182
WA9451M,101.705498,2.75195
WA9451M,101.705498,2.75183
WA9451M,101.705498,2.75187
WA9451M,101.705498,2.75203
WA9451M,101.705498,2.75188
WA9451M,101.705498,2.75188
WA9451M,101.705498,2.7519
WA9451M,101.710999,2.74603
WA9451M,101.705658,2.75197
WA9451M,101.705658,2.75222
WA9451M,101.705658,2.75175
WA9451M,101.705658,2.75192
WA9451M,101.705658,2.75167
WA9451M,101.705658,2.7519
WA9451M,101.705658,2.75172
WA9451M,101.705658,2.75173
WA9451M,101.705658,2.7519
WA9451M,101.705658,2.75192
WA9451M,101.705658,2.75178
WA9451M,101.705658,2.75202
WA9451M,101.705658,2.75198
WA9451M,101.705658,2.75202
WA9451M,101.705658,2.75232
WA9451M,101.705658,2.75213
WA9451M,101.705658,2.75192
WA9451M,101.705658,2.7519
WA9451M,101.705658,2.75188
WA9451M,101.711998,2.74828
WA9451M,101.711998,2.74822
WA9451M,101.711998,2.74792
WA9451M,101.712341,2.74835
WA9451M,101.712341,2.74813
WA9451M,101.712502,2.74827
WA9451M,101.712502,2.74815
WA9451M,101.712502,2.74813
WA9451M,101.712158,2.7483
WA9451M,101.712662,2.74822
WA9451M,101.712662,2.74838
WA9451M,101.712662,2.74822
WA9451M,101.712662,2.7481
WA9451M,101.712662,2.74813
WA9451M,101.712662,2.74817
WA9451M,101.706009,2.75235
WA9451M,101.706009,2.75212
WA9451M,101.706009,2.75218
WA9451M,101.706009,2.7522
WA9451M,101.706009,2.7522
WA9451M,101.706009,2.7523
WA9451M,101.706009,2.75227
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75222
WA9451M,101.706009,2.75185
WA9451M,101.706009,2.75213
WA9451M,101.706009,2.75205
WA9451M,101.706009,2.75208
WA9451M,101.706009,2.75228
WA9451M,101.706009,2.75197
WA9451M,101.706009,2.752
WA9451M,101.706009,2.7522
WA9451M,101.706009,2.75235
WA9451M,101.706009,2.7521
WA9451M,101.706009,2.7521
WA9451M,101.706009,2.75212
WA9451M,101.706009,2.75217
WA9451M,101.706009,2.75217
WA9451M,101.706009,2.7522
WA9451M,101.706009,2.75215
WA9451M,101.706009,2.75217
WA9451M,101.706009,2.75218
WA9451M,101.706009,2.7522
WA9451M,101.706009,2.75218
WA9451M,101.706009,2.7523
WA9451M,101.706009,2.75197
WA9451M,101.706009,2.75213
WA9451M,101.706169,2.75227
WA9451M,101.706169,2.75222
WA9451M,101.706169,2.75218
WA9451M,101.706169,2.75223
WA9451M,101.706169,2.7521
WA9451M,101.706169,2.75232
WA9451M,101.706169,2.75227
WA9451M,101.706169,2.75228
WA9451M,101.706169,2.75228
WA9451M,101.706169,2.75233
WA9451M,101.706169,2.75193
WA9451M,101.706169,2.75218
WA9451M,101.706329,2.7523
WA9451M,101.71283,2.74847
WA9451M,101.71283,2.74832
WA9451M,101.71283,2.74847
WA9451M,101.71283,2.74833
WA9451M,101.71283,2.74847
WA9451M,101.71283,2.74845
WA9451M,101.71283,2.74845
WA9451M,101.71283,2.74842
WA9451M,101.71283,2.7482
WA9451M,101.71283,2.74837
WA9451M,101.71283,2.74808
WA9451M,101.705833,2.75212
WA9451M,101.705833,2.7522
WA9451M,101.705833,2.75218
WA9451M,101.705833,2.75223
WA9451M,101.705833,2.75232
WA9451M,101.705833,2.75213
WA9451M,101.705833,2.75227
WA9451M,101.705833,2.75218
WA9451M,101.705833,2.75227
WA9451M,101.705833,2.75198
WA9451M,101.705833,2.75195
WA9451M,101.705833,2.75198
WA9451M,101.705833,2.75202
WA9451M,101.705833,2.75205
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.75195
WA9451M,101.705833,2.75197
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.75215
WA9451M,101.705833,2.7523
WA9451M,101.705833,2.752
WA9451M,101.705833,2.75202
WA9451M,101.705833,2.75215
WA9451M,101.705833,2.75212
WA9451M,101.705833,2.75213
WA9451M,101.705833,2.75212
WA9451M,101.705833,2.75213
WA9451M,101.705833,2.75225
WA9451M,101.705833,2.75175
WA9451M,101.705833,2.7521
WA9451M,101.705833,2.75228
WA9451M,101.705833,2.75218
WA9451M,101.705833,2.75222
WA9451M,101.705833,2.7523
WA9451M,101.705833,2.75228
WA9451M,101.705833,2.75225
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75202
WA9451M,101.705833,2.75213
WA9451M,101.705833,2.75215
WA9451M,101.705833,2.75227
WA9451M,101.705833,2.7522
WA9451M,101.705833,2.75232
WA9451M,101.705833,2.75233
WA9451M,101.705833,2.75228
WA9451M,101.705833,2.75222
WA9451M,101.705833,2.75225
WA9451M,101.705833,2.75237
WA9451M,101.705833,2.75172
WA9451M,101.705833,2.752
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75218
WA9451M,101.705833,2.75215
WA9451M,101.705833,2.75212
WA9451M,101.705833,2.75232
WA9451M,101.705498,2.75195
WA9451M,101.705498,2.75192
WA9451M,101.705498,2.75188
WA9451M,101.705498,2.75188
WA9451M,101.705498,2.7518
WA9451M,101.705498,2.75183
WA9451M,101.705498,2.75188
WA9451M,101.705498,2.75173
WA9451M,101.705498,2.75182
WA9451M,101.705498,2.75172
WA9451M,101.705498,2.7518
WA9451M,101.705498,2.7519
WA9451M,101.705498,2.75215
WA9451M,101.705498,2.75215
WA9451M,101.705498,2.75192
WA9451M,101.705498,2.75197
WA9451M,101.705498,2.75185
WA9451M,101.705498,2.75195
WA9451M,101.705498,2.7519
WA9451M,101.705498,2.7519
WA9451M,101.705498,2.75192
WA9451M,101.705498,2.75192
WA9451M,101.705498,2.75193
WA9451M,101.705498,2.7519
WA9451M,101.705498,2.7519
WA9451M,101.705498,2.75208
WA9451M,101.705498,2.75205
WA9451M,101.705658,2.75205
WA9451M,101.705658,2.7521
WA9451M,101.705658,2.75233
WA9451M,101.705658,2.75233
WA9451M,101.705658,2.75185
WA9451M,101.705658,2.75183
WA9451M,101.705658,2.75178
WA9451M,101.705658,2.75203
WA9451M,101.705658,2.75202
WA9451M,101.705658,2.75193
WA9451M,101.705658,2.75198
WA9451M,101.705658,2.75203
WA9451M,101.705658,2.7518
WA9451M,101.705658,2.7523
WA9451M,101.705658,2.7522
WA9451M,101.705658,2.75213
WA9451M,101.705658,2.75208
WA9451M,101.705658,2.752
WA9451M,101.705658,2.752
WA9451M,101.705658,2.75197
WA9451M,101.705658,2.75195
WA9451M,101.705658,2.75207
WA9451M,101.705658,2.752
WA9451M,101.705658,2.75207
WA9451M,101.705658,2.75218
WA9451M,101.705658,2.75217
WA9451M,101.705658,2.7523
WA9451M,101.705658,2.75232
WA9451M,101.705658,2.75197
WA9451M,101.705658,2.75205
WA9451M,101.705658,2.75205
WA9451M,101.705658,2.7519
WA9451M,101.705658,2.75182
WA9451M,101.705658,2.7518
WA9451M,101.705658,2.7519
WA9451M,101.705658,2.75193
WA9451M,101.705658,2.75198
WA9451M,101.705658,2.75195
WA9451M,101.705658,2.75205
WA9451M,101.705658,2.75203
WA9451M,101.705658,2.75213
WA9451M,101.705658,2.75205
WA9451M,101.705658,2.75203
WA9451M,101.705658,2.75213
WA9451M,101.705658,2.75213
WA9451M,101.705658,2.75215
WA9451M,101.705658,2.75223
WA9451M,101.705658,2.75205
WA9451M,101.705658,2.75182
WA9451M,101.705658,2.7518
WA9451M,101.705658,2.75207
WA9451M,101.705658,2.7519
WA9451M,101.705658,2.75188
WA9451M,101.705658,2.75212
WA9451M,101.712997,2.74855
WA9451M,101.712997,2.74855
WA9451M,101.712997,2.74858
WA9451M,101.712997,2.74853
WA9451M,101.712341,2.74798
WA9451M,101.712502,2.7487
WA9451M,101.712662,2.74827
WA9451M,101.712662,2.74838
WA9451M,101.712662,2.7484
WA9451M,101.712662,2.74832
WA9451M,101.712662,2.74847
WA9451M,101.712662,2.7485
WA9451M,101.712662,2.74853
WA9451M,101.712662,2.74853
WA9451M,101.712662,2.74855
WA9451M,101.712662,2.7485
WA9451M,101.712662,2.7485
WA9451M,101.706009,2.75212
WA9451M,101.706009,2.75235
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75227
WA9451M,101.706009,2.7519
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75227
WA9451M,101.706009,2.75215
WA9451M,101.706009,2.75215
WA9451M,101.706009,2.75228
WA9451M,101.706009,2.75228
WA9451M,101.706009,2.75227
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75223
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75223
WA9451M,101.706009,2.75222
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.752
WA9451M,101.706009,2.75207
WA9451M,101.706009,2.75215
WA9451M,101.706009,2.75207
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75223
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.75203
WA9451M,101.706009,2.75213
WA9451M,101.706009,2.75223
WA9451M,101.706009,2.75222
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.7523
WA9451M,101.706009,2.75227
WA9451M,101.706009,2.75222
WA9451M,101.706009,2.75225
WA9451M,101.706009,2.7523
WA9451M,101.706009,2.75223
WA9451M,101.706009,2.75227
WA9451M,101.706009,2.7523
WA9451M,101.706009,2.75232
WA9451M,101.706009,2.75198
WA9451M,101.706009,2.7522
WA9451M,101.706009,2.75227
WA9451M,101.706169,2.75223
WA9451M,101.706169,2.7522
WA9451M,101.706169,2.7522
WA9451M,101.706169,2.75223
WA9451M,101.706169,2.7523
WA9451M,101.71283,2.74843
WA9451M,101.71283,2.7484
WA9451M,101.71283,2.7484
WA9451M,101.71283,2.74838
WA9451M,101.71283,2.74853
WA9451M,101.71283,2.7485
WA9451M,101.71283,2.74845
WA9451M,101.71283,2.74847
WA9451M,101.71283,2.7484
WA9451M,101.705658,2.75205
WA9451M,101.706009,2.75217
WA9451M,101.70916,2.7472
WA9451M,101.706841,2.75022
WA9451M,101.709511,2.74667
WA9451M,101.707497,2.74917
WA9451M,101.70916,2.74655
WA9451M,101.70916,2.74662
WA9451M,101.709671,2.74658
WA9451M,101.707672,2.74898
WA9451M,101.712662,2.74808
WA9451M,101.710503,2.74557
WA9451M,101.710663,2.74572
WA9451M,101.710663,2.74575
WA9451M,101.710663,2.7464
WA9451M,101.710823,2.7465
WA9451M,101.710823,2.74575
WA9451M,101.709511,2.7457
WA9451M,101.709511,2.74565
WA9451M,101.711327,2.74687
WA9451M,101.711327,2.74682
WA9451M,101.709671,2.74638
WA9451M,101.710503,2.74543
WA9451M,101.710503,2.74548
WA9451M,101.711166,2.74678
WA9451M,101.711327,2.74683
WA9451M,101.706673,2.75108
WA9451M,101.706329,2.75092
WA9451M,101.70649,2.75125
WA9451M,101.70649,2.7507
WA9451M,101.707832,2.74857
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.75157
WA9451M,101.705498,2.75188
WA9451M,101.705658,2.75208
WA9451M,101.705322,2.75188
WA9451M,101.706009,2.75212
WA9451M,101.706009,2.75212
WA9451M,101.71283,2.7484
WA9451M,101.705833,2.75195
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75207
WA9451M,101.705498,2.7519
WA9451M,101.705498,2.75195
WA9451M,101.705498,2.75185
WA9451M,101.705498,2.75195
WA9451M,101.705498,2.75197
WA9451M,101.705658,2.75218
WA9451M,101.705658,2.752
WA9451M,101.705658,2.75202
WA9451M,101.705658,2.75187
WA9451M,101.712502,2.74872
WA9451M,101.712502,2.7482
WA9451M,101.712502,2.74815
WA9451M,101.712662,2.74857
WA9451M,101.712662,2.74838
WA9451M,101.712662,2.7484
WA9451M,101.706009,2.75213
WA9451M,101.706009,2.752
WA9451M,101.706169,2.7523
WA9451M,101.71283,2.74848
WA9451M,101.71283,2.74827
WA9451M,101.71283,2.74858
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.75192
WA9451M,101.705833,2.7521
WA9451M,101.705833,2.75183
WA9451M,101.705833,2.75202
WA9451M,101.705498,2.75192
WA9451M,101.705498,2.75192
WA9451M,101.705498,2.7519
WA9451M,101.705498,2.75225
WA9451M,101.705498,2.75188
WA9451M,101.705658,2.7519
WA9451M,101.705658,2.75195
WA9451M,101.705658,2.7522
WA9451M,101.705658,2.75212
WA9451M,101.705658,2.75193
WA9451M,101.705658,2.75198
WA9451M,101.705658,2.7522
WA9451M,101.712502,2.7487
WA9451M,101.712662,2.74852
WA9451M,101.712662,2.7486
WA9451M,101.712662,2.7482
WA9451M,101.705322,2.75225
WA9451M,101.706009,2.75195
WA9451M,101.709831,2.74625
WA9451M,101.705658,2.7516
WA9451M,101.712502,2.74868
WA9451M,101.705322,2.75227
WA9451M,101.705833,2.75202
WA9451M,101.705833,2.7522
WA9451M,101.705498,2.75192
WA9451M,101.705498,2.75188
WA9451M,101.712662,2.7487
WA9451M,101.706009,2.75218
WA9451M,101.706009,2.75197
WA9451M,101.706169,2.75223
WA9451M,101.71283,2.74853
WA9451M,101.705498,2.75242
WA9451M,101.705498,2.75183
WA9451M,101.710999,2.74608
WA9451M,101.705658,2.75195
WA9451M,101.705658,2.75198
WA9451M,101.712662,2.7483
WA9451M,101.712662,2.74863
WA9451M,101.706009,2.75217
WA9451M,101.706009,2.75228
WA9451M,101.706009,2.75208
WA9451M,101.706169,2.75222
WA9451M,101.71283,2.74858
WA9451M,101.710342,2.74543
WA9451M,101.710342,2.74523
WA9451M,101.710663,2.74637
WA9451M,101.706009,2.75118
WA9451M,101.706329,2.75177
WA9451M,101.709991,2.74618
WA9451M,101.712158,2.7473
WA9451M,101.712158,2.74733
WA9451M,101.711166,2.74675
WA9451M,101.711166,2.7468
WA9451M,101.711327,2.74688
WA9451M,101.705833,2.7513
WA9451M,101.712341,2.74755
WA9451M,101.710823,2.74658
WA9451M,101.706329,2.75145
WA9451M,101.709671,2.74648
WA9451M,101.70649,2.75122
WA9451M,101.71183,2.74712
WA9451M,101.706169,2.75217
WA9451M,101.705833,2.75208
WA9451M,101.710999,2.74603
WA9451M,101.712502,2.74865
WA9451M,101.712502,2.74857
WA9451M,101.712662,2.74867
WA9451M,101.71283,2.74812
WA9451M,101.710999,2.74608
WA9451M,101.710503,2.74627
WA9451M,101.712158,2.74745
WA9451M,101.709671,2.74647
WA9451M,101.709831,2.74523
WA9451M,101.710999,2.74657
WA9451M,101.705658,2.75173
WA9451M,101.711998,2.74728
WA9451M,101.712502,2.74798
WA9451M,101.712502,2.74775
WA9451M,101.712158,2.74728
WA9451M,101.710503,2.74628
WA9451M,101.710663,2.7464
WA9451M,101.710823,2.7458
WA9451M,101.70649,2.75128
WA9451M,101.71183,2.7472
WA9451M,101.712341,2.74755
WA9451M,101.710503,2.74558
WA9451M,101.71151,2.74693
WA9451M,101.709831,2.74523
WA9451M,101.709831,2.74527
WA9451M,101.709991,2.74515
WA9451M,101.712502,2.74787
WA9451M,101.710167,2.74515
WA9451M,101.711166,2.74678
WA9451M,101.706329,2.75198
WA9451M,101.705833,2.75142
WA9451M,101.705833,2.75183
WA9451M,101.711327,2.747
WA9451M,101.706673,2.75108
WA9451M,101.709671,2.74638
WA9451M,101.705658,2.75147
WA9451M,101.709831,2.74523
WA9451M,101.708839,2.7471
WA9451M,101.708168,2.74823
WA9451M,101.708328,2.74855
WA9451M,101.708168,2.74878
WA9451M,101.707001,2.75067
WA9451M,101.70916,2.74713
WA9451M,101.707832,2.74873
WA9451M,101.707497,2.7491
WA9451M,101.706329,2.75085
WA9451M,101.706009,2.75123
WA9451M,101.706329,2.75073
WA9451M,101.709671,2.74537
WA9451M,101.708839,2.74723
WA9451M,101.70916,2.74672
WA9451M,101.712502,2.7476
WA9451M,101.709991,2.74515
WA9451M,101.705658,2.75168
WA9451M,101.71151,2.74683
WA9451M,101.705658,2.7519
WA9451M,101.706009,2.75183
WA9451M,101.710167,2.74525
WA9451M,101.711166,2.74675
WA9451M,101.709831,2.74625
WA9451M,101.710999,2.74608
WA9451M,101.705498,2.75182
WA9451M,101.705498,2.75182
WA9451M,101.710999,2.74632
WA9451M,101.712662,2.74873
WA9451M,101.712662,2.7485
WA9451M,101.710167,2.74617
WA9451M,101.706169,2.75218
WA9451M,101.705833,2.75235
WA9451M,101.705498,2.75193
WA9451M,101.712662,2.7487
WA9451M,101.706009,2.75232
WA9451M,101.706841,2.75055
WA9451M,101.709,2.74673
WA9451M,101.712662,2.7483
WA9451M,101.705658,2.75155
WA9451M,101.712662,2.74787
WA9451M,101.712662,2.74788
WA9451M,101.712662,2.74808
WA9451M,101.710823,2.74647
WA9451M,101.706169,2.75217
WA9451M,101.710999,2.74662
WA9451M,101.712662,2.74807
WA9451M,101.706009,2.75198
WA9451M,101.710167,2.74618
WA9451M,101.710999,2.74622
WA9451M,101.70916,2.74652
WA9451M,101.70649,2.75075
WA9451M,101.710999,2.74658
WA9451M,101.706169,2.751
WA9451M,101.709511,2.74603
WA9451M,101.706673,2.75092
WA9451M,101.70649,2.7515
WA9451M,101.706841,2.75063
WA9451M,101.706841,2.7508
WA9451M,101.709343,2.74693
WA9451M,101.708504,2.74842
WA9451M,101.708168,2.74813
WA9451M,101.709343,2.74693
WA9451M,101.707832,2.74857
WA9451M,101.711998,2.7473
WA9451M,101.706009,2.75128
WA9451M,101.710823,2.74655
WA9451M,101.71151,2.74688
WA9451M,101.709511,2.74612
WA9451M,101.709511,2.74617
WA9451M,101.706329,2.75143
WA9451M,101.71183,2.74702
WA9451M,101.708839,2.74718
WA9451M,101.707001,2.7506
WA9451M,101.70916,2.74717
WA9451M,101.708008,2.74952
WA9451M,101.709511,2.74618
WA9451M,101.71167,2.74708
WA9451M,101.706673,2.75043
WA9451M,101.709671,2.7455
WA9451M,101.712662,2.74808
WA9451M,101.705498,2.75187
WA9451M,101.705658,2.75202
WA9451M,101.712662,2.7487
WA9451M,101.706169,2.7523
WA9451M,101.706169,2.75228
WA9451M,101.71283,2.7482
WA9451M,101.710999,2.74655
WA9451M,101.705498,2.75163
WA9451M,101.710999,2.74587
WA9451M,101.711998,2.7473
WA9451M,101.712341,2.74747
WA9451M,101.712341,2.7477
WA9451M,101.712341,2.74775
WA9451M,101.712502,2.7477
WA9451M,101.712502,2.74747
WA9451M,101.712662,2.74782
WA9451M,101.712662,2.74817
WA9451M,101.705498,2.7519
WA9451M,101.710999,2.74658
WA9451M,101.710999,2.7467
WA9451M,101.712341,2.74755
WA9451M,101.712662,2.7481
WA9451M,101.712662,2.74793
WA9451M,101.712662,2.748
WA9451M,101.709671,2.7464
WA9451M,101.712158,2.74732
WA9451M,101.708839,2.74712
WA9451M,101.709,2.7475
WA9451M,101.707001,2.75032
WA9451M,101.70916,2.7472
WA9451M,101.70916,2.74732
WA9451M,101.707161,2.75018
WA9451M,101.707161,2.74987
WA9451M,101.708328,2.74833
WA9451M,101.707832,2.74873
WA9451M,101.708328,2.74837
WA9451M,101.708328,2.74803
WA9451M,101.708504,2.74767
WA9451M,101.708839,2.7472
WA9451M,101.711327,2.74685
WA9451M,101.707672,2.7494
WA9451M,101.706841,2.75085
WA9451M,101.709343,2.74632
WA9451M,101.709343,2.74685
WA9451M,101.708504,2.74765
WA9451M,101.708008,2.74845
WA9451M,101.708328,2.74852
WA9451M,101.706329,2.75077
WA9451M,101.705498,2.75185
WA9451M,101.705498,2.7519
WA9451M,101.712997,2.74868
WA9451M,101.712502,2.74867
WA9451M,101.712502,2.74785
WA9451M,101.712662,2.74863
WA9451M,101.712662,2.74868
WA9451M,101.706009,2.75247
WA9451M,101.709671,2.74648
WA9451M,101.71283,2.74828
WA9451M,101.705498,2.75173
WA9451M,101.710999,2.74602
WA9451M,101.712341,2.74787
WA9451M,101.712341,2.74857
WA9451M,101.712502,2.74867
WA9451M,101.712662,2.74812
WA9451M,101.712662,2.74787
WA9451M,101.710823,2.74633
WA9451M,101.71183,2.74712
WA9451M,101.705498,2.75183
WA9451M,101.705498,2.75177
WA9451M,101.710999,2.7461
WA9451M,101.705658,2.75195
WA9451M,101.712502,2.74853
WA9451M,101.712502,2.7479
WA9451M,101.712158,2.74737
WA9451M,101.71151,2.74687
WA9451M,101.709831,2.74632
WA9451M,101.707497,2.74892
WA9451M,101.710999,2.74628
WA9451M,101.712662,2.74803
WA9451M,101.710823,2.74638
WA9451M,101.711327,2.7469
WA9451M,101.71183,2.74727
WA9451M,101.708839,2.74712
WA9451M,101.708504,2.74775
WA9451M,101.706169,2.75203
WA9451M,101.710999,2.74617
WA9451M,101.710999,2.74627
WA9451M,101.712502,2.74835
WA9451M,101.706169,2.75192
WA9451M,101.705498,2.75173
WA9451M,101.712341,2.74757
WA9451M,101.712502,2.74775
WA9451M,101.712502,2.7476
WA9451M,101.706009,2.75215
WA9451M,101.71283,2.74807
WB2225C,101.705833,2.75173
WB2225C,101.705833,2.75165
WB2225C,101.705833,2.75153
WB2225C,101.705833,2.75193
WB2225C,101.705833,2.75195
WB2225C,101.705833,2.75202
WB2225C,101.705833,2.75207
WB2225C,101.705833,2.75202
WB2225C,101.705833,2.7521
WB2225C,101.705833,2.75235
WB2225C,101.705833,2.7519
WB2225C,101.705833,2.75187
WB2225C,101.705833,2.75187
WB2225C,101.705833,2.75185
WB2225C,101.705833,2.75187
WB2225C,101.705833,2.75203
WB2225C,101.705498,2.75198
WB2225C,101.705498,2.75182
WB2225C,101.705498,2.75187
WB2225C,101.705498,2.7518
WB2225C,101.705498,2.75203
WB2225C,101.705498,2.75202
WB2225C,101.705658,2.75173
WB2225C,101.705658,2.75167
WB2225C,101.705658,2.75155
WB2225C,101.705658,2.75158
WB2225C,101.705658,2.75183
WB2225C,101.705658,2.75198
WB2225C,101.705658,2.75188
WB2225C,101.705658,2.75177
WB2225C,101.705658,2.75162
WB2225C,101.705658,2.75195
WB2225C,101.705658,2.75192
WB2225C,101.705658,2.75192
WB2225C,101.705658,2.75192
WB2225C,101.705658,2.75193
WB2225C,101.705658,2.752
WB2225C,101.705658,2.75207
WB2225C,101.712502,2.74825
WB2225C,101.712662,2.7482
WB2225C,101.712662,2.74823
WB2225C,101.712662,2.74825
WB2225C,101.712662,2.74822
WB2225C,101.706009,2.7522
WB2225C,101.706009,2.75213
WB2225C,101.706009,2.75215
WB2225C,101.706009,2.75215
WB2225C,101.706009,2.75212
WB2225C,101.706009,2.75212
WB2225C,101.706009,2.75213
WB2225C,101.706009,2.75215
WB2225C,101.706009,2.75212
WB2225C,101.706009,2.75208
WB2225C,101.706009,2.75213
WB2225C,101.706009,2.75193
WB2225C,101.706009,2.75192
WB2225C,101.706009,2.75182
WB2225C,101.706009,2.75185
WB2225C,101.706009,2.75187
WB2225C,101.706009,2.75192
WB2225C,101.706009,2.75197
WB2225C,101.706009,2.7519
WB2225C,101.706009,2.75228
WB2225C,101.706009,2.75228
WB2225C,101.706009,2.75238
WB2225C,101.706009,2.75235
WB2225C,101.706009,2.75228
WB2225C,101.706009,2.75223
WB2225C,101.706009,2.75248
WB2225C,101.706009,2.75238
WB2225C,101.706009,2.75228
WB2225C,101.706009,2.75222
WB2225C,101.706009,2.7522
WB2225C,101.706009,2.75208
WB2225C,101.706169,2.75208
WB2225C,101.706169,2.7521
WB2225C,101.706169,2.75208
WB2225C,101.706169,2.7522
WB2225C,101.706169,2.75215
WB2225C,101.706169,2.75213
WB2225C,101.706169,2.75215
WB2225C,101.706169,2.75215
WB2225C,101.706169,2.75217
WB2225C,101.706169,2.75205
WB2225C,101.706329,2.75168
WB2225C,101.706329,2.75178
WB2225C,101.706329,2.75195
WB2225C,101.706329,2.7521
WB2225C,101.706329,2.75208
WB2225C,101.70649,2.75178
